Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,Temp,Precip,AGB,Age,Reference 1,Method used to determine tree age,FullBibEntry
828,Temperate,Temperate continental forest,North America,"Quebec, Canada",Picea mariana,48.83,-75.1,0.2,1006,159.49,106,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
829,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",50.93,-71.96,-2.5,972,121.58,140,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
830,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",49.63,-69.8,-0.3,975,194.54,118,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
831,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",51.53,-66.03,-3.8,958,112.39,242,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
832,Boreal,Boreal tundra woodland,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",52.06,-66.38,-3.7,901,104.62,188,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
833,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",51.19,-66.98,-1.6,1010,121.45,190,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
834,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Abies balsamifera,Betula papyrifera,Picea glauca,Picea mariana",50.33,-65.94,0.7,1048,141.51,120,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
835,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Abies balsamifera,Picea mariana",51.01,-66.5,-1.8,1043,186.67,167,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
836,Boreal,Boreal coniferous forest,North America,"Quebec, Canada","Picea mariana,Abies balsamifera",51.09,-66.41,-2.2,1033,133.47,167,"Ma et al., 2012",Tree rings,"Ma, Z., Peng, C., Zhu, Q., Chen, H., Yu, G., Li, W., Zhou, X, Wang, W. & Zhang, W. (2012) Regional drought-induced reduction in the biomass carbon sink of Canada's boreal forests. Proceedings of the National Academy of Sciences USA, 109, 2423-2427."
837,Tropical,Tropical rainforest,Asia,"Sarawak, Malaysia",Tropical forest,4.1865,114.017,26,2725,260,,Lee et al. http://www.ctfs.si.edu/site/Lambir/,,"Lee, H.S., Tan, S., Davies, S.J., LaFrankie, J.V., Ashton, P.S., Yamakura, T., Itoh, A., Ohkubo, T. & Harrison, R. Lambir forest dynamics plot, Sarawak, Malaysia. http://www.ctfs.si.edu/site/Lambir/ (accessed 7 September 2013)."
838,Tropical,Tropical mountain system,Asia,"Doi Inthanon, Thailand",Evergreen forest,18.5248,98.4965,20.9,1908,285,,Lee et al. http://www.ctfs.si.edu/site/Lambir/,,"Lee, H.S., Tan, S., Davies, S.J., LaFrankie, J.V., Ashton, P.S., Yamakura, T., Itoh, A., Ohkubo, T. & Harrison, R. Lambir forest dynamics plot, Sarawak, Malaysia. http://www.ctfs.si.edu/site/Lambir/ (accessed 7 September 2013)."
839,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3,2762,134.8,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
840,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3,2762,133.2,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
841,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3,2762,143.8,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
842,Tropical,Tropical rainforest,South America,Peru,terra firme,-3.95,-73.43,26.3,2762,120.5,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
843,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-60,26.8,2448,189.3,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
844,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,169.5,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
845,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,125.3,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
846,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,152.1,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
847,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,147.5,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
848,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,159.5,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
849,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,163.4,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
850,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,177.4,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
851,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-59.9,26.8,2442,174.5,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
852,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-60,26.8,2448,171.1,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
853,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.4,-60,26.8,2448,178.1,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
854,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1,2490,185.2,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
855,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1,2490,194.8,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
856,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1,2490,166,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
857,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1,2490,162,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
858,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1,2490,181.8,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
859,Tropical,Tropical rainforest,South America,Brazil,terra firme,-2.38,-60.1,27.1,2490,179.3,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
860,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-0.7,-76.48,24.9,3152,144.7,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
861,Tropical,Tropical rainforest,South America,Ecuador,terra firme,-0.7,-76.47,25,3140,111,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
862,Tropical,Tropical rainforest,South America,Brazil,terra firme,-1.7,-51.53,26.7,2220,189.4,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
863,Tropical,Tropical rainforest,South America,Brazil,terra firme,-1.7,-51.53,26.7,2220,182.3,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
864,Tropical,Tropical rainforest,South America,Bolivia,terra firme,-14.35,-61.16,24,1469,62.4,,"Baker et al., 2004",,"Baker, T.R., Phillips, O.L., Malhi, Y., Almeida, S., Arroyo, L. Di Fiore, A., Erwin, T., Higuchi, N., Killeen, T.J., Laurance, S.G., Laurance, W.F., Lewis, S.L., Monteagudo, A., Neill, D.A., Nunez Vargas, P., Pitman, N.C.A., Silva, J.N.M. & Vasquez Martinez, R. (2004) Increasing biomass in Amazonian forest plots. Philosophical Transactions of the Royal Society B: Biological Sciences, 359, 353-365."
